,hist_window,test_window,strategy,mean,vol,max_dd,abs_mean,DROP
129,420,2,"(2, 3, 10, 30)",-0.1747880378779368,0.2139837962207994,-1.0882002044312937,0.1747880378779368,-2.2047782426603613
130,450,2,"(2, 3)",-0.494911420440201,2.2175359163577113,-13.618700267271857,0.494911420440201,-26.52775445940324
131,450,2,"(2, 10)",-0.05124328204063894,0.8181866374808313,-2.923239447879392,0.05124328204063894,-5.867178431001831
132,450,2,"(2, 30)",0.03264460867191277,1.5211527443898887,-6.655677796360157,0.03264460867191277,-15.447559551756559
133,450,2,"(3, 10)",-0.07749485160326336,0.5900497118220411,-1.9914051061862317,0.07749485160326336,-4.484338874535223
134,450,2,"(3, 30)",-0.01790407344112277,0.9122325417666058,-3.6981741547955203,0.01790407344112277,-9.839770471698424
135,450,2,"(2, 3, 10)",-0.10753618927060399,0.3090712582917499,-1.5713395266521915,0.10753618927060399,-3.0344550337077965
136,450,2,"(2, 3, 30)",-0.14098774205393383,0.4002626077097986,-5.611552038944318,0.14098774205393383,-9.547465546141098
137,450,2,"(2, 10, 30)",-0.18339355800842982,0.37627652232135356,-1.2992998754343725,0.18339355800842982,-2.7443266386537504
138,450,2,"(3, 10, 30)",-0.17113536851839772,0.3307697281973213,-1.1227705631758065,0.17113536851839772,-1.9223891583748967
139,450,2,"(2, 3, 10, 30)",-0.1750801216395549,0.21925827570358802,-1.0884370766019775,0.1750801216395549,-2.4910345121453914
140,480,2,"(2, 3)",-0.49159173417811886,2.155784211456023,-13.618339155274514,0.49159173417811886,-26.613109599748395
141,480,2,"(2, 10)",-0.055677004000946106,0.8138761516546978,-2.9064940712973364,0.055677004000946106,-5.919344789604307
142,480,2,"(2, 30)",0.03396870541407804,1.5233922868514087,-6.624778912848153,0.03396870541407804,-16.08393236609346
143,480,2,"(3, 10)",-0.07960167015111536,0.5874299399895833,-1.9972216224816695,0.07960167015111536,-4.685461959024498
144,480,2,"(3, 30)",-0.011874608503651629,0.9201526396083004,-3.8175008772290857,0.011874608503651629,-10.76498338546094
145,480,2,"(2, 3, 10)",-0.10696224862400244,0.3370353398967704,-1.5791911096952904,0.10696224862400244,-3.0218536621377345
146,480,2,"(2, 3, 30)",-0.1317830012854505,0.30918742655408316,-5.6607242447101065,0.1317830012854505,-9.548760221728909
147,480,2,"(2, 10, 30)",-0.18770148042629864,0.3691452993020221,-1.2980339551972966,0.18770148042629864,-2.277679686288974
148,480,2,"(3, 10, 30)",-0.1734322110305172,0.32723931568581366,-1.1237278819325527,0.1734322110305172,-1.7677136237038371
149,480,2,"(2, 3, 10, 30)",-0.17711118843988355,0.2301227383987839,-1.0882772784316115,0.17711118843988355,-2.4071326328764826
